candidate_id,job_id,CV,Job Description,Job Position,lang,raw_output_gpt-4o,raw_output_gpt-4o_json_extracted,decision_gpt-4o,feedback_gpt-4o
6b2c7793-4ece-5042-9981-03ba90d1d65c,dd4e504f-a755-5bdf-95e0-66bca832f3ef,"
06/2021 - 09/2021 - Trainee Test Engineer, Quality Assurance Group (Lviv, Ukraine) 

Project: ""QA Group""  web application was developed for educational purpose and receiving skills in QA area. 
Responsibilities: Business goals analysis • Requirements gathering and development • Functional and non-functional requirements creation • Test execution • Bug reporting
(JIRA, TestRail, Mind Map)

Project: ""Lviv Wind""  web application was developed for purchase, installation and repair service of cooling and heating equipment.
Responsibilities: Functional and non-functional requirements analysis • Test Planning, Test Design • Test Cases development and execution • Bug reporting (JIRA, TestRail, Mind Map, RTM, Browser Dev Tools)

Project: ""E-Learning"" the training portal was created for studying, improving practical skills and convenient exchange of useful information with the students of the QA course.
Responsibilities: User Stories development • Acceptance Criteria development • Test Cases development and execution • Bug reporting (JIRA, TestRail, Mind Map, Browser Dev Tools)

Project: ""Demo Erudition Space""  web application was developed for conducting online lectures and educational webinars and their storage. 
Responsibilities: Requirements gathering and analysis • Acceptance Criteria, Test Cases and Bug Report creation • Performance testing • Database testing • API testing (JIRA, TestRail, Mind Map, JMeter, Postman, MySQL)

Project: ""Event Ukraine""  web application was developed to digitize a printed edition with the unique intellectual lifestyle content and online advertisement placement. 
Responsibilities: Functional and non-functional requirements development • Creation of supporting test documentation and artifacts (Mind Map, User Story, Test Plan, SRS, RTM, Test Case, Bug Report, Test Summary Report) • Functional testing, Performance testing, GUI testing • Test execution and Bug reporting (JIRA, TestRail, Mind Map, Browser Dev Tools, JMeter, Postman, MySQL)
","We are looking for a QA Automation Engineer for our partner CyberArk.

About CyberArk:
CyberArk is the global leader in privileged access security, a critical layer of IT security to protect data, infrastructure and assets across the enterprise, in the cloud and throughout the DevOps pipeline. CyberArk delivers the industry’s most complete solution to reduce risk created by privileged credentials and secrets. The company is trusted by the world’s leading organizations, including more than 50 percent of the Fortune 100, to protect against external attackers and malicious insiders.

About the position:
As an Automation Engineer in CyberArk's R&D department, you will be responsible for building and maintaining hands-on the automation of Cyber Security multi-component product in complex multi-platform environment.
You will design and develop automation testing, DevOps scripts, tools and pipelines as well as escort the teams on using them.

Job Requirements:
* At least 2-3 years of experience in hands-on automation development, preferably in complex multi-platform and multi-component environment
* Strong understanding of computer programming, software design and development
* Strong ability to use new technologies and understand them in depth through rapid self-learning
* High level of independence and commitment to high quality deliverables
* Good communication skills in English (Reading, speaking, writing)
* Bachelor’s Degree in a technical area

Knowledge in the following areas – Mandatory:
* C# and/or Java (The development will be done in C#)
* Experience in QA methodologies
* Operating Systems:
                - Windows – Required
                - Linux - Advantage

Knowledge in one or more of the following areas – Advantage:
* DevOps experience – pipelines creation and management
* Powershell
* Jenkins
* GIT
* SpecFlow
* Experience with Agile development process

Company offers:
* Competitive salary;
* Great team spirit & ability to grow professionally;
* Flexible schedule;
* Paid lunches & English courses;
* Paid external trainings;
* Comfortable office and its location;
* Great team and challenging projects;
* Opportunity for training and professional growth within the company.

 Job Description:
* On-going maintaining & improving the automation infrastructure of the product from the technical perspective, in view of our customers high expectations for availability, reliability, and high quality;
* Member of the automation team, keeping up to date with the latest technologies and innovations in the industry. Research and recommend new methods, technologies, practices and tools;
* Part of an R&D agile team (including Developers, QA Engineers etc.);
Working with numerous interfaces (e.g. developers, QA architects, R&D managers) as part of our ongoing process to increase automation coverage level & modernizing and pipelining our development process;
* Building the automation & infrastructure of CyberArk products",Automation QA Engineer,en,"{
  ""decision"": ""reject"",
  ""feedback"": ""Lacks required experience in automation development and specified programming languages (C# or Java), DevOps tools, and multi-platform environments. Consider future roles after gaining relevant skills.""
}
```","{""decision"": ""reject"",  ""feedback"": ""Lacks required experience in automation development and specified programming languages (C# or Java), DevOps tools, and multi-platform environments. Consider future roles after gaining relevant skills.""}",reject,"Lacks required experience in automation development and specified programming languages (C# or Java), DevOps tools, and multi-platform environments. Consider future roles after gaining relevant skills."
6f1c82bb-4c7c-57a5-a0ce-7d348735cbe0,344af3d1-15df-50e1-9c99-cdb4662f3943,"
05/2017-07/2018
Wentrum, Lviv, Ukraine
 • Customer care manager
This is Ukrainian outsource company, which was providing writing
services (essays, dissertations, resumes, letters, ect.) My duties
were answering calls, messages, emails and chats in English. I was
advising customers, and arguing inquires or refunds.

11/2018-07/2019
PayPro Global, Lviv, Ukraine
 • Risk analyst
PayPro Global is a Canadian company. It is a billing platform for
software developing companies. I have worked at the Ukrainain
branch based in Lviv. My duties were checking the fraudulent
transaction for software. Also communicating with the clients via
emails and chats.

12/2019-present
Kwambio, Odessa, Ukraine
 • Sales manager
Kwambio is a Ukrainian start-up providing ceramic 3D printing
service, it is also developing 3D printers. I have been working with
hot and cold leads: answering emails, finalizing deals, and looking
for new customers (artists) via linked-In, Instagram, Facebook, and
other social media.
","You will handle a whole sales cycle within the company’s client acquisition division as a Sales Executive. Inside sales help and B2B will help you build and implement outreach initiatives, find new markets, persuade decision-makers, and close new business. This is a fantastic chance for anyone who wants to advance in their sales career!

Our team is an award-winning digital marketing agency with a critical focus on B2B. We value open communication, empathy, compassion, flexibility, and proactive learning, so our primer goal is to find a colleague who shares them. We care about each other, our progress, and our growth, so each new bee not only gets professional opportunities but support and a safe environment as well. Oh, and we love memes:)

We’re looking for somebody who values consistency and loves to keep content processes neat and clean. 

Note: Sales Manager will be one of the primer roles in our campaigns, so we’re looking for someone located in Lviv (priority) to share online and offline experiences with us.

**Here are a few things we want to see in our ideal candidate:**
- Proficiency in English is a must, as it’s our primer language for communication, documentation, and all things work-related.
- Understanding of B2B world - reaching out to business decision-makers is different from reaching out to consumers, so you need to know who your prospects are and what they care about.
- Previous experience in sales working and communicating with foreign clients (B2B sales experience would be perfect, customer service would also suit)
- Understanding of Digital Marketing basics. Well, you are going to sell
- Excellent time management skills and a keen eye for detail.
- Strong verbal and written communication ability;
- Team player with the rest of the team.
- Vital — 99% of our work is done online, so yeah, we expect you to be a proficient PC user. Most likely, you have no problems with using a laptop, Google Sheets/Docs, and different sales tools, but still need to mention this anyway, just in case:)
- High-stress resistance (not all of the leads you talk to will be cutie-pies)

**It would be a bonus:**
- Experience in selling digital services to the foreign B2B market;
- Soft skills: creative thinking, perseverance, problem-solving, communication.
- Experience working in the marketing industry;
- LinkedIn user experience;

**What are the responsibilities:**
- You will receive both inbound and outbound types of leads, and we expect you to..close them :)
- Ok, let’s get over the details (mind that you will have a sales assistant working closely with you and helping you with the majority of the tasks):
- Answering inbound requests (from leads who are already interested and approached us themselves);
- Building a sales pipeline to ensure a constant stream of sales;
- Following up leads from our CRM (whom we’ve already talked to);
- Creating your network of leads (using internal team and personal activities, such as networking events);
- Finalizing sales proposals;
- Closing the deal ;

**Working with us you get:**
- Comfortable office in the city center (10 min walking to Rynok square).
- A friendly, yet professional team, full of interesting personalities whom it will be a pleasure to spend time with;
- Ability to work remotely and with flexible schedules;
- Opportunity to grow quickly as a professional in various areas. Our projects are far from being standard, so you will have a huge space to showcase your creativity;
- A wide variety of tools to work with;
- Performance-based salary (part of it will be based on your commission);
- Sales Assistant who will be responsible for supporting you and your leads through the sales process;
- Support and promotion of training (at the expense of the company);
- Leads supply from our team;
- Support in the creation of sales materials;
- A personal development plan with clear goals and possible rewards;
- Ability to implement your initiatives within the company.",Sales Manager,en,"{
  ""decision"": ""hire"",
  ""feedback"": ""The candidate has relevant sales experience, English proficiency, and LinkedIn experience. They are located in Lviv and have worked with foreign clients, matching our key requirements.""
}
```","{""decision"": ""hire"",  ""feedback"": ""The candidate has relevant sales experience, English proficiency, and LinkedIn experience. They are located in Lviv and have worked with foreign clients, matching our key requirements.""}",hire,"The candidate has relevant sales experience, English proficiency, and LinkedIn experience. They are located in Lviv and have worked with foreign clients, matching our key requirements."
6f1c82bb-4c7c-57a5-a0ce-7d348735cbe0,65a155e5-5498-5c46-8f59-14b3adf761bf,"
05/2017-07/2018
Wentrum, Lviv, Ukraine
 • Customer care manager
This is Ukrainian outsource company, which was providing writing
services (essays, dissertations, resumes, letters, ect.) My duties
were answering calls, messages, emails and chats in English. I was
advising customers, and arguing inquires or refunds.

11/2018-07/2019
PayPro Global, Lviv, Ukraine
 • Risk analyst
PayPro Global is a Canadian company. It is a billing platform for
software developing companies. I have worked at the Ukrainain
branch based in Lviv. My duties were checking the fraudulent
transaction for software. Also communicating with the clients via
emails and chats.

12/2019-present
Kwambio, Odessa, Ukraine
 • Sales manager
Kwambio is a Ukrainian start-up providing ceramic 3D printing
service, it is also developing 3D printers. I have been working with
hot and cold leads: answering emails, finalizing deals, and looking
for new customers (artists) via linked-In, Instagram, Facebook, and
other social media.
","Responsibilities:

- Meeting or exceeding sales goals.
- Negotiating all contracts with prospective clients.
- Preparing weekly and monthly reports.
- Giving sales presentations to a range of prospective clients.
- Coordinating sales efforts with marketing programs.
- Understanding and promoting company programs.
- Preparing and submitting sales contracts for orders.
- Maintaining client records.

Qualifications:

- Experience in sales 6 months.
- English level C1.
- Understanding of the sales process and dynamics.
- A commitment to excellent customer service.
- Excellent written and verbal communication skills.
- Experience using computers for a variety of tasks.",Sales Manager,en,"{
  ""decision"": ""hire"",
  ""feedback"": ""Candidate has relevant sales experience, strong communication skills in English, and proficiency with social media for customer engagement.""
}
```","{""decision"": ""hire"",  ""feedback"": ""Candidate has relevant sales experience, strong communication skills in English, and proficiency with social media for customer engagement.""}",hire,"Candidate has relevant sales experience, strong communication skills in English, and proficiency with social media for customer engagement."
6f1c82bb-4c7c-57a5-a0ce-7d348735cbe0,6a75fe14-e01e-50cc-8812-44ee515336e9,"
05/2017-07/2018
Wentrum, Lviv, Ukraine
 • Customer care manager
This is Ukrainian outsource company, which was providing writing
services (essays, dissertations, resumes, letters, ect.) My duties
were answering calls, messages, emails and chats in English. I was
advising customers, and arguing inquires or refunds.

11/2018-07/2019
PayPro Global, Lviv, Ukraine
 • Risk analyst
PayPro Global is a Canadian company. It is a billing platform for
software developing companies. I have worked at the Ukrainain
branch based in Lviv. My duties were checking the fraudulent
transaction for software. Also communicating with the clients via
emails and chats.

12/2019-present
Kwambio, Odessa, Ukraine
 • Sales manager
Kwambio is a Ukrainian start-up providing ceramic 3D printing
service, it is also developing 3D printers. I have been working with
hot and cold leads: answering emails, finalizing deals, and looking
for new customers (artists) via linked-In, Instagram, Facebook, and
other social media.
","We are looking for a Sales Manager with experience in selling IT services to the US / Europe markets.

Our main specialization is healthcare.

Hello!
We are looking for a manager to join the team! A sales manager with experience in selling IT services in the US and European markets.

Our main specialization is health care.


✅ Professional duties:

- Analysis of the funnel and promotion of deals that are ""stuck"". Applying innovative and ""learning"" approaches to leads for such advancement
- Assessment of prospects of leads using the developed scoring model
- Making calls with leads. Involvement in sales of the CEO in case of their prospects
- Management of CRM
- Participation in closing deals
- Follow ups
- Participation in the development of lead generation campaigns
- no cold calling
- Experience of fluent communication in English
- Experience in selling complex IT services for checks from $50k
- Experience in selling outsourcing and outstaffing services
- CRM management experience
- Experience in applying customer training methods/consulting sales approach will be a big plus



✅Education:

- Technical education or programming courses will be a plus
- English courses

✅ English: С1 level

✅  time work - full time  (the person's schedule will be shifted to the 2nd half of the day - because communication is traditionally with leads/clients from the USA) 

✅ Stack of technologies, knowledge of mandatory and additional programs, PC skills:

- Experience with Hubspot
- Building reports in Google Sheets

If you are interested, let's chat! Send your CV 👌",Sales Manager,en,"``` {""decision"": ""reject"", ""feedback"": ""Lacks experience in selling IT services to US/Europe, healthcare specialization, and CRM management. Experience mainly in customer care and risk analysis, not complex IT sales.""} ```","{""decision"": ""reject"", ""feedback"": ""Lacks experience in selling IT services to US/Europe, healthcare specialization, and CRM management. Experience mainly in customer care and risk analysis, not complex IT sales.""}",reject,"Lacks experience in selling IT services to US/Europe, healthcare specialization, and CRM management. Experience mainly in customer care and risk analysis, not complex IT sales."
6fb4f5de-dd5e-572a-b30e-8c39681f16df,2c4e22f7-5095-5f3b-9587-e48066bc2ebe,"
1. Redesigned the company's website to increase user visits and enhance user retention.
2. Improved user experience of Omnix desktop application through research, generation of wireframes, prototypes, and hi-fi mockups
3. Collaborated with teammates to achieve set milestones 
4. Contributed to developing and maintaining a design system to ensure consistency and efficiency across the product ecosystem.
","**Requirements **
The user interface or visual design experience demonstrated through a portfolio or live design products 
Proficiency in Figma, Sketch, or Adobe products. 
Strong communication skills: ability to generate ideas, defend your decisions and receive feedback 
Confident Intermediate+ English 
Ability to write & mark-up basic text 
Willing to learn and share your knowledge with others 
Understanding of basic HTML and CSS. Software development experience or animation skills are a bold plus

**Responsibilities **

**Maintain design system & advocate its usage **
Help us unify our design resources to an advanced, yet approachable, design system in Figma.  
We create various software products: dashboards, analytical portals, reports, online shops, mobile apps. Our goal is to have scalable and efficient design components to quickly deliver concepts to our team and customers.  

**Create clear and efficient software prototypes **
To convey our vision we create design artifacts:  
interactive web or mobile prototypes 
screen mockups or wireframes 
slide decks or printing materials 
digital graphics 
We need a designer that is confident in creating at least a few of the items listed above. 

**Facilitate research **
Take part in design assessment and iterative improvement of our products: 
provide initial UX assessments 
facilitate user research studies 
interview customers and field experts 
create and analyze product metrics 
present your findings to the teams 

**Creative collaboration with the team **
Analyze our customer’s needs and brainstorm new ideas in a large multidisciplinary team. Visualize complex processes and break them down to small easily understandable pieces. Get involved in shaping the company’s design culture and customer-first attitude.

**Why brightfin? **

At brightfin, we believe automation is the key to happy customers and efficient business. That’s why we try to provide the best possible opportunities for our customers and our colleagues: by eliminating unnecessary or repetitive tasks, providing clear communication, and delivering top-notch technologies. 

Our goal is to help deliver smooth user experiences: with total control, transparency & meaning. We transform complex multi-page invoices, multi-level accounting logs, and chaotic order management into simple dashboards, granular reports, convenient widgets. 

Join our fast-paced, collaborative, and fun working collective. Our office is a modern & flexible working environment, where you’ll get the opportunity to work with and learn from other teammates.",Product Designer,en,"```
{""decision"": ""hire"", ""feedback"": ""Proven design system maintenance, UI improvements, and research skills align with our needs. Strong collaboration shows promise for team integration.""}
```","{""decision"": ""hire"", ""feedback"": ""Proven design system maintenance, UI improvements, and research skills align with our needs. Strong collaboration shows promise for team integration.""}",hire,"Proven design system maintenance, UI improvements, and research skills align with our needs. Strong collaboration shows promise for team integration."
6fb4f5de-dd5e-572a-b30e-8c39681f16df,9f7c83c1-4699-57d6-b64b-8fda28eab933,"
1. Redesigned the company's website to increase user visits and enhance user retention.
2. Improved user experience of Omnix desktop application through research, generation of wireframes, prototypes, and hi-fi mockups
3. Collaborated with teammates to achieve set milestones 
4. Contributed to developing and maintaining a design system to ensure consistency and efficiency across the product ecosystem.
","**Required skills:**

A Product Designer with at least 2 years of experience in UX and interactive design, preferably on product teams. You understand the product lifecycle from research through prototyping to design & usability testing, and you’re a master of design and prototyping tools.

With your strong communication, organizational, and analytical thinking skills, you love to focus on solving complex product problems through design. You have a sense for extraordinary solutions and you’re a team player who knows how to collaborate and brainstorm with all kinds of skilled professionals.

Remote-first role.

**Will be a plus**
— Fluent to explain design decisions in English
— You love Figma ❤️
— User Research Experience
— Startup & Product Experience
— Design thinking & UX
— Design systems & UI

**We offer**
We offer an opportunity to solve one of the most interesting problems in AI industry. We want to help business analysts who prefer to work in Excel to use advanced tools to create complex machine learning models without writing code.

You’ll be working in a small product team to solve complex UX problems in the AI field. We've graduated from the famous YCombinator in 2021. We have an international remote-first (thanks COVID) friendly environment where everyone has a direct impact on product strategy and creative freedom to do their best work.

**Responsibilities**
— Conduct extensive product research.
— Lead and take part in user research sessions.
— Map all possible scenarios and create product flows.
— Take charge of functional design and create wireframes, from rough sketches to prototypes.
— Design UI of the platform and own design system.
— Conduct a full design cycle from collecting inspiration through creating a pixel-perfect UI for all states and scenarios, and deliver to development.
— Analyze data and conduct usability sessions with real users.",Product Designer,en,"{
  ""decision"": ""reject"",
  ""feedback"": ""The candidate lacks demonstrated experience in user research and complex problem-solving essential for this role. More product experience and English fluency are also needed.""
}
```","{""decision"": ""reject"",  ""feedback"": ""The candidate lacks demonstrated experience in user research and complex problem-solving essential for this role. More product experience and English fluency are also needed.""}",reject,The candidate lacks demonstrated experience in user research and complex problem-solving essential for this role. More product experience and English fluency are also needed.
6fb4f5de-dd5e-572a-b30e-8c39681f16df,be033d7b-9243-5deb-a0a7-4e3f023a90d8,"
1. Redesigned the company's website to increase user visits and enhance user retention.
2. Improved user experience of Omnix desktop application through research, generation of wireframes, prototypes, and hi-fi mockups
3. Collaborated with teammates to achieve set milestones 
4. Contributed to developing and maintaining a design system to ensure consistency and efficiency across the product ecosystem.
","Here in the team, we stay grounded and practical and respect diversity in our community, thus are not seeking soldiers or so-called design ninjas. However, a good fit can be described as a designer who's mature enough to handle product development routine and is flexible in choosing and changing (if needed) their toolset and approach, trustworthy and diligent. 
 
 
Requirements:
2+ years of digital interface (both visual and interaction) design proficiency.
Familiarity with web and mobile technologies and their impact on the feasibility of design solutions.
You are an autonomous and self-motivated problem solver, yet a good communicator and a team player (yes, we don’t see a contradiction here).
You’re good at failing, admitting your mistakes, and you’re fast at recovery and learning from them.
You’re active during a timeslot 11pm to 8 pm, Mon to Fri.

Benefits and Perks:	
Team of curious and appreciative people with a global mindset.
Non-toxic working environment.
“The best ideas win” kind of a culture.
State-of-the-art office facility with a magnificent view over the Dnipro river.
Partially paid training programs and language courses.
Medical insurance, gym, parking, lawyer support.

Who we are:

Trinetix is one of the fastest-growing technology companies on the market, we are a community of people with the passion of pioneers and explorers, who dare to say yes to the toughest challenges of the field. If you share our passion, we invite you to join our team to tackle those challenges together.",Product Designer,en,"```{""decision"": ""reject"", ""feedback"": ""The candidate lacks demonstration of autonomy, self-motivated problem-solving, and familiarity with web/mobile technologies specifically required for the role.""}```","{""decision"": ""reject"", ""feedback"": ""The candidate lacks demonstration of autonomy, self-motivated problem-solving, and familiarity with web/mobile technologies specifically required for the role.""}",reject,"The candidate lacks demonstration of autonomy, self-motivated problem-solving, and familiarity with web/mobile technologies specifically required for the role."
73cd22d9-2d30-506d-81af-0eee8102e9dd,0ce48bce-b963-56f5-ad07-d720c03ea5ad,"
11/2018 − 06/2020, Java Developer / Grid Dynamics
Responsibilities:
- Developing and supporting Master Data Management project.
- Creating ETL batch jobs via Spring Batch.
- Developing and supporting KPI dashboard project.
- Creating high-loaded dataflows in GCP (Google Dataflow) via Apache Beam.
- Replatforming the project on Apache Airflow. Creating and supporting Python Airflow pipelines (DAG) as a replacement for Openshift cron-jobs.
Technologies:
Java 8, Python 3, Spring Boot, Spring Batch, MySQL, PostgreSQL, Google Clouds, Openshift, Google BigQuery, Google Dataflow, Apache Airflow, Apache Kafka, Google PubSub, Redis, Maven, Jenkins, Consul, GitHub, Gerrit, Docker, Postman, JMH, JMeter, JUnit, JaCoCo, Mockito

06/2017 − 04/2018, Student / EPAM
Responsibilities:
- Developing and supporting the project based on the CRM system (Adobe Experience Management).
- Creation UI via AEM (Touch-Enabled UI, Coral UI, Granite UI).
- Writing JavaScript code. Working with AEM xml constructions for UI.
- Studying Java, working closely with mentors.
Technologies:
Java, AEM 6.4, OSGi, JCR, Apache Sling, Maven, Jenkins, GitHub, Postman, JUnit, Mockito
","We're building an end-to-end corporate offsite planning SaaS for distributed/hybrid teams. Corporate offsite is the way of bringing a team together in this era of digital workplaces. We now have SeriesB+ startups as customers. Total annual estimated business spending is over $3M and growing rapidly!

Required skills:
- Strong knowledge in Next JS and Firebase
- Strong background in mobile front-end development
- Strong background in Node.js
- Intermediate or upper level English

As a plus:
- Experience in Firebase cloud function
- Bachelor's degree in related field
- Experience in working at startups

Responsibilities:
- Build and maintenance a web app in React(Bext JS) & Firebase
- Implement new UI which requires strong knowledge in mobile front-end development
- Build our backend server with Firebase Cloud Functions",Software Engineer,en,"{
    ""decision"": ""reject"",
    ""feedback"": ""Insufficient experience with Next JS, Firebase, and mobile front-end development. Strong Java and back-end skills but not aligned with required front-end technologies for the position.""
}
```","{""decision"": ""reject"", ""feedback"": ""Insufficient experience with Next JS, Firebase, and mobile front-end development. Strong Java and back-end skills but not aligned with required front-end technologies for the position.""}",reject,"Insufficient experience with Next JS, Firebase, and mobile front-end development. Strong Java and back-end skills but not aligned with required front-end technologies for the position."
73cd22d9-2d30-506d-81af-0eee8102e9dd,c9c52ab5-c159-5641-8cc4-1bfe1cce921d,"
11/2018 − 06/2020, Java Developer / Grid Dynamics
Responsibilities:
- Developing and supporting Master Data Management project.
- Creating ETL batch jobs via Spring Batch.
- Developing and supporting KPI dashboard project.
- Creating high-loaded dataflows in GCP (Google Dataflow) via Apache Beam.
- Replatforming the project on Apache Airflow. Creating and supporting Python Airflow pipelines (DAG) as a replacement for Openshift cron-jobs.
Technologies:
Java 8, Python 3, Spring Boot, Spring Batch, MySQL, PostgreSQL, Google Clouds, Openshift, Google BigQuery, Google Dataflow, Apache Airflow, Apache Kafka, Google PubSub, Redis, Maven, Jenkins, Consul, GitHub, Gerrit, Docker, Postman, JMH, JMeter, JUnit, JaCoCo, Mockito

06/2017 − 04/2018, Student / EPAM
Responsibilities:
- Developing and supporting the project based on the CRM system (Adobe Experience Management).
- Creation UI via AEM (Touch-Enabled UI, Coral UI, Granite UI).
- Writing JavaScript code. Working with AEM xml constructions for UI.
- Studying Java, working closely with mentors.
Technologies:
Java, AEM 6.4, OSGi, JCR, Apache Sling, Maven, Jenkins, GitHub, Postman, JUnit, Mockito
","**Description**
On behalf of Imagine Software, Ciklum is looking for a Software Engineer to join the Kyiv team on a full-time basis.

Founded in 1993 by a handful of technical and financial experts drawn from some of the largest and most prestigious Wall Street financial institutions, Imagine Software now consists of hundreds of professionals on four continents, supporting the needs of thousands of users worldwide.

Imagine's reputation for delivering tangible competitive advantage is based upon proven innovation that enables users to stay abreast of the market. Imagine Software puts institutional-grade functionality, broad cross-asset instrument support, and the ability to employ any trading strategy in the hands of sell- and buy-side businesses of all sizes.

**Responsibilities**
‣ The Platform/Infrastructure group is seeking for a Software Engineer to contribute to the Imagine Financial Platform (IFP), Margin and Visual Intelligence family of products;
‣ The role involves participating in the design and development of financial tools and services with a particular emphasis on data modeling, high performance, scalability and sustainable architecture;
‣ Working together with our business analysts and financial markets practitioners, you’ll respond to their needs for solutions with the latest technologies at your disposal;
‣ Sharing your knowledge with your team-members and guiding junior colleagues in technical decisions, you help your team get a grasp on the complexities of the business.

**Requirements**
‣ Strong Computer Science fundamentals:
‣ Operating system concepts;
‣ Data structures and algorithms;
‣ Complexity analysis;
‣ Multithreading/concurrency;
‣ Expertise in building and maintaining large scale software systems with long life spans;
‣ Experience in building Internet scale distributed systems or high volume client/server systems;
‣ Understanding of fundamental design principles behind a scalable application;
‣ Experience with Back End high performance systems, utilizing multiprocessing and asynchronous I/O;
‣ Integration of data storage solutions;
‣ Strong unit test and debugging skills;
‣ Experience evaluating multiple technical approaches and selecting the most effective;
‣ Ability to integrate multiple data sources and databases into one system (Sybase, MongoDB, Message buses, etc.);
‣ 2+ years of professional experience with OO languages.

**Personal skills**
‣ Great problem-solving abilities;
‣ A strong desire to learn and share new tools and techniques;
‣ A commitment to quality and the drive to ensure goals are met;
‣ A passion for writing software;
‣ Ability to quickly adapt to new technologies;
‣ Attention to details.

**What's in it for you**
‣ A challenging working environment, great responsibility and complete development cycles (with thorough code reviews and dedicated QA support);
‣ You’ll join a team of self-driven skilled engineers where initiative and creativity are encouraged and rewarded, where high standards translate into your professional growth and advancement;
‣ You’ll be exposed to a wide-ranging technology stack will consist of C++, Java SE/EE, Python, C#/.NET, JavaScript/TypeScript, REST, MongoDB, Sybase, RabbitMQ /ZeroMQ and more;
‣ In addition, we offer you a competitive salary, fully paid trips to New York City main office and other rewards.",Software Engineer,en,"{
  ""decision"": ""reject"",
  ""feedback"": ""Lacks required experience in back end high-performance systems and multithreading. Limited experience with OO languages and data storage solutions specified in the job description.""
}
```","{""decision"": ""reject"",  ""feedback"": ""Lacks required experience in back end high-performance systems and multithreading. Limited experience with OO languages and data storage solutions specified in the job description.""}",reject,Lacks required experience in back end high-performance systems and multithreading. Limited experience with OO languages and data storage solutions specified in the job description.
73cd22d9-2d30-506d-81af-0eee8102e9dd,cd205524-9cd8-5f9e-af91-a3247f808a47,"
11/2018 − 06/2020, Java Developer / Grid Dynamics
Responsibilities:
- Developing and supporting Master Data Management project.
- Creating ETL batch jobs via Spring Batch.
- Developing and supporting KPI dashboard project.
- Creating high-loaded dataflows in GCP (Google Dataflow) via Apache Beam.
- Replatforming the project on Apache Airflow. Creating and supporting Python Airflow pipelines (DAG) as a replacement for Openshift cron-jobs.
Technologies:
Java 8, Python 3, Spring Boot, Spring Batch, MySQL, PostgreSQL, Google Clouds, Openshift, Google BigQuery, Google Dataflow, Apache Airflow, Apache Kafka, Google PubSub, Redis, Maven, Jenkins, Consul, GitHub, Gerrit, Docker, Postman, JMH, JMeter, JUnit, JaCoCo, Mockito

06/2017 − 04/2018, Student / EPAM
Responsibilities:
- Developing and supporting the project based on the CRM system (Adobe Experience Management).
- Creation UI via AEM (Touch-Enabled UI, Coral UI, Granite UI).
- Writing JavaScript code. Working with AEM xml constructions for UI.
- Studying Java, working closely with mentors.
Technologies:
Java, AEM 6.4, OSGi, JCR, Apache Sling, Maven, Jenkins, GitHub, Postman, JUnit, Mockito
","**Technical skills:**

- 3+ years of experience in software development
- 2+ years of experience with Golang
- Experience in Linux
- Databases - MySQL
- Experience with Protobuf
- Interest in Raspberry PI will be  plus

**Requirements:**

- Experience in large projects preferred
- Love for functional programming
- Focus on results
- Teamwork skills

**We offer:**

- 100% remote work
- Flexible work schedule
- Working on a high load project
- No bureaucracy, everything is resolved quickly
- Development, depending on your personal qualities, ambitions and goals",Software Engineer,en,"```{""decision"": ""reject"", ""feedback"": ""Lacks required Golang and Protobuf experience; has relevant Java and MySQL skills but does not meet key technical criteria for the role.""}```","{""decision"": ""reject"", ""feedback"": ""Lacks required Golang and Protobuf experience; has relevant Java and MySQL skills but does not meet key technical criteria for the role.""}",reject,Lacks required Golang and Protobuf experience; has relevant Java and MySQL skills but does not meet key technical criteria for the role.
